first_matrix:
7	1	2	0	4	1	4	0	2	9
8	1	5	2	7	6	7	2	5	4
5	8	5	0	8	9	6	1	8	7
5	8	1	4	9	0	2	3	2	5
6	9	1	7	9	7	7	8	2	2
9	0	0	8	7	8	1	2	0	5
9	7	0	3	9	7	6	5	2	0
3	6	0	7	9	6	3	9	5	0
0	7	7	6	8	6	8	0	1	7
5	1	6	3	4	5	4	4	0	8

second_matrix:
8	7	5	1	4	2	6	3	5	8
0	2	9	8	8	4	6	1	5	1
4	6	1	2	6	8	0	5	2	9
4	1	7	1	6	4	3	5	4	3
5	4	7	5	8	5	5	4	9	4
7	3	4	5	4	1	9	3	8	7
8	0	2	9	2	6	8	5	3	0
1	6	4	1	1	9	3	0	1	6
1	7	5	8	2	5	9	3	5	8
9	0	3	7	0	8	1	5	9	2

mat_mul operation result:
206	96	123	159	96	161	136	122	191	132
268	183	200	226	188	226	260	176	258	246
283	202	271	332	243	272	329	196	341	272
171	129	230	192	197	200	183	125	228	149
258	192	314	268	270	276	319	175	299	240
250	135	207	138	176	157	204	149	254	202
233	181	262	223	231	201	294	142	262	219
177	183	272	209	223	233	270	134	245	223
262	119	234	275	240	263	234	200	285	184
239	131	157	169	146	223	162	152	218	195
